"id","Q1Pur","Q2Aw_1","Q2Aw_2","Q2Aw_3","Q2Aw_4","Q2Aw_5","Q2Aw_6","Q2Aw_7","Q2Aw_8","Q2Aw_9","Q2Aw_10","Q2Aw_11","Q3Pi_r1","Q3Pi_r2","Q3Pi_r3","Q3Pi_r4","Q3Pi_r5","Q3Pi_r6","Q3Pi_r7","Q3Pi_r8","Q3Pi_r9","Q3Pi_r10","Q4CredL_r1","Q4CredL_r2","Q4CredL_r3","Q4CredL_r4","Q5CredG_r1","Q5CredG_r2","Q5CredG_r3","Q5CredG_r4","Q6CredT_r1","Q6CredT_r2","Q6CredT_r3","Q6CredT_r4","Q7Belief","Q8Myst","Q9Myst","Q10Myst","Q11Myst","Q12Myst","Q13Opti_r1","Q13Opti_r2","Q13Opti_r3","Q13Opti_r4","Q13Opti_r5","Q13Opti_r6","Q13Opti_r7","Q13Opti_r8","Q13Opti_r9","Q14Demo","Q15Demo","Q16Demo","Q17Demo","Q18Demo","Q19Demo","Q20Demo","Q21Demo","Q22Demo","Q23Com"
559,2,0,0,1,0,0,0,0,0,1,0,0,3,1,4,3,3,1,2,2,4,2,4,6,6,4,4,4,6,6,4,4,6,6,3,2,"",NA,"",1,5,4,2,6,6,3,4,3,5,1,23,"Belgium",3,3,1,5,1,1,"I forgot to write the number ´260´in the beginning of the survey :)"
560,2,1,1,1,1,1,1,1,1,1,1,0,7,2,2,1,2,2,2,1,1,1,6,6,6,6,6,6,6,6,2,2,2,2,2,2,"",NA,"",2,7,7,7,7,5,5,6,7,7,1,26,"Germany",2,5,1,5,2,1,""
561,2,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,5,5,5,5,6,6,4,4,5,5,4,4,4,4,6,5,6,5,1,2,"",NA,"",1,6,7,6,6,5,6,6,6,6,1,59,"Germany",2,5,2,2,2,2,""
562,1,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,5,3,1,3,3,5,5,5,2,5,5,6,5,5,5,5,5,5,3,2,"",NA,"",2,4,4,4,2,5,5,4,3,4,2,63,"Germany",2,5,4,4,2,2,""
564,2,1,1,1,0,1,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,1,6,4,6,6,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,5,6,6,5,6,5,6,5,6,1,24,"Belgium",2,2,1,4,2,2,""
567,1,1,1,1,1,1,0,0,1,1,1,0,6,3,6,3,3,3,2,3,2,3,6,5,6,6,4,4,3,3,5,4,6,6,1,2,"",NA,"",1,3,4,5,6,3,5,4,5,3,2,23,"Belgium",3,2,4,2,1,1,""
568,1,1,0,0,1,0,0,0,1,0,0,0,7,1,6,6,2,3,2,5,3,1,6,6,6,6,6,6,6,6,5,5,5,4,3,2,"",NA,"",2,2,1,1,3,4,1,4,1,2,1,25,"Russian Federation",2,1,2,3,1,1,""
569,2,1,0,0,1,0,0,0,0,1,1,0,2,1,3,3,2,2,2,2,2,2,4,5,5,6,4,4,4,5,5,6,6,6,1,2,"",NA,"",2,5,5,6,5,5,5,4,4,4,1,27,"Germany",1,1,2,4,1,1,""
570,1,1,0,0,1,0,1,0,1,1,0,0,4,3,3,4,3,4,3,3,4,3,5,5,5,4,4,4,4,4,4,5,5,4,3,2,"",NA,"",2,6,6,5,6,5,5,6,6,6,2,22,"Germany",1,1,4,4,1,1,""
577,1,1,0,1,1,0,1,0,0,0,0,0,5,1,4,5,1,5,3,3,5,1,4,6,6,5,5,4,5,5,4,5,5,4,1,2,"",NA,"",1,5,6,4,4,5,5,5,5,5,1,25,"China",1,2,4,4,2,1,""
578,4,1,0,0,1,1,1,0,1,1,0,0,4,2,2,5,6,2,2,5,5,2,5,4,4,4,4,3,3,3,6,6,6,6,1,2,"",NA,"",2,7,6,6,7,7,5,6,6,6,2,25,"China",1,3,1,4,1,2,""
580,1,1,0,0,0,0,0,0,0,0,0,0,6,3,6,5,5,5,5,5,4,4,7,7,7,7,7,7,6,7,7,7,7,7,1,2,"",NA,"",1,6,5,6,2,5,6,5,5,5,1,23,"China",1,2,4,4,1,2,""
584,1,1,0,1,0,0,0,0,0,0,0,0,7,2,7,2,2,2,2,2,2,2,7,7,7,7,5,5,5,5,5,5,5,5,3,2,"",NA,"",1,6,6,4,4,7,6,6,6,7,2,27,"China",1,3,3,4,1,2,"Sorry that I hardly wear jeans , so I know very little about the brand of jeans."
586,1,0,0,0,1,1,0,0,1,0,1,0,3,1,4,6,5,2,3,4,2,3,4,4,4,4,5,5,5,5,6,6,6,6,1,2,"",NA,"",1,6,6,7,7,6,2,6,6,6,1,30,"China",2,3,1,5,2,2,""
590,1,1,0,1,0,1,0,0,1,1,0,0,6,1,6,2,5,3,2,2,2,1,6,6,6,4,6,6,6,4,6,6,6,4,3,2,"",NA,"",2,6,6,6,6,6,5,6,6,6,1,42,"China",3,4,1,4,2,2,""
599,1,1,0,0,0,0,0,0,0,0,0,0,6,2,6,3,2,4,3,2,2,3,7,7,7,7,6,6,6,6,6,6,6,6,1,2,"",NA,"",2,4,7,7,6,5,7,7,6,5,1,25,"Iran",1,1,2,4,1,1,""
600,1,1,0,0,1,1,0,0,0,0,0,0,7,1,3,6,6,3,3,2,1,1,7,7,7,7,6,6,5,5,5,7,7,6,2,1,"The pop geek mystery box",2,"",1,6,6,4,5,7,6,5,7,5,2,22,"France",3,2,4,2,1,1,""
601,1,1,0,0,0,1,1,0,1,0,1,0,3,1,2,3,3,2,5,5,5,4,3,4,4,2,6,5,6,6,5,4,4,4,3,2,"",NA,"",1,6,7,5,6,5,6,6,7,6,1,24,"Germany",2,6,1,4,1,2,""
602,2,1,0,0,1,0,1,0,1,1,1,0,7,3,5,6,4,6,4,6,4,2,6,6,6,6,6,6,6,6,7,7,7,7,3,2,"",NA,"",1,7,6,7,7,5,6,7,6,6,1,23,"Germany",3,1,4,4,2,1,""
604,2,1,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,1,2,2,2,4,5,6,5,6,5,6,5,5,5,6,6,3,2,"",NA,"",2,5,5,4,4,4,5,4,5,5,1,20,"Zambia",1,1,4,2,2,1,""
606,1,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,7,7,7,6,7,2,6,6,6,6,6,6,6,6,2,2,"",NA,"",1,7,7,7,7,7,7,7,7,7,1,23,"Germany",1,1,1,3,2,2,""
607,1,1,1,1,1,1,1,1,1,1,0,0,5,3,4,1,2,3,4,2,3,1,6,5,6,4,4,4,4,2,4,4,1,1,3,2,"",NA,"",2,6,6,6,6,5,5,5,6,6,2,30,"Canada",1,5,1,4,1,2,"Did it for a friend, but man.. seriously there are better things to be researched than selling gawd damn jeans. Stop kicking a dead horse."
608,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,3,1,2,2,1,3,5,5,3,3,2,3,4,6,3,4,3,3,2,"",NA,"",1,6,5,4,5,3,5,6,4,4,1,29,"Slovakia",3,1,2,5,1,2,""
610,2,1,1,1,1,1,1,0,1,1,1,0,4,4,3,2,1,1,1,1,3,2,6,6,6,6,4,5,6,4,6,6,6,6,3,2,"",NA,"",2,6,6,7,7,6,7,7,6,6,1,25,"Germany",3,1,2,4,1,1,""
611,2,1,1,0,0,0,0,0,0,0,0,0,7,7,1,5,3,5,1,3,1,1,6,5,7,6,5,4,5,4,5,5,5,6,1,2,"",NA,"",2,6,7,6,6,4,5,6,5,6,1,28,"Germany",2,2,2,4,2,2,""
612,1,1,1,1,1,1,0,0,0,1,1,0,6,6,3,2,3,1,1,1,2,3,6,6,6,6,4,4,4,4,5,5,5,6,3,2,"",NA,"",2,4,4,4,3,5,6,5,5,3,1,54,"Germany",2,2,1,3,4,2,""
613,1,1,0,1,0,0,1,1,0,1,0,0,6,1,4,2,3,2,3,3,2,1,6,4,6,4,4,4,6,4,4,4,6,4,3,1,"A sealed bag with opaque descriptions of the contents",1,"A bag of souvenirs from a museum",1,4,3,4,4,4,5,5,4,4,1,43,"China",1,4,1,5,3,2,""
614,1,1,0,1,1,1,1,0,1,0,0,0,6,1,5,6,6,2,1,5,3,1,6,4,6,5,6,4,6,7,7,6,7,7,3,2,"",NA,"",1,6,6,7,7,7,7,6,7,5,2,20,"Slovakia",3,2,3,2,1,2,""
615,2,1,0,1,1,0,0,1,1,1,1,0,4,2,6,2,1,2,4,3,2,2,5,4,5,6,4,4,5,4,5,5,4,5,1,2,"",NA,"",2,5,5,6,7,5,4,6,5,5,2,25,"Germany",3,4,4,4,2,1,""
617,2,1,1,1,1,1,1,1,1,1,1,0,7,5,7,2,1,3,3,3,2,3,7,7,7,6,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,5,5,4,6,5,5,5,6,6,2,27,"Germany",1,1,2,4,1,1,""
618,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,"",NA,"",1,7,7,4,6,6,6,4,7,4,2,24,"Germany",1,1,1,3,1,2,"i do not care bout brands"
620,2,0,0,0,0,0,0,0,0,1,0,0,5,1,2,3,3,5,1,2,7,3,5,5,5,4,4,4,4,4,5,5,5,5,2,2,"",NA,"",2,6,6,6,6,6,6,6,6,6,1,47,"Germany",3,4,4,3,2,2,""
621,3,1,1,0,1,1,1,1,1,1,1,0,5,4,1,7,1,7,1,1,2,4,6,6,7,6,6,4,5,4,7,6,6,6,2,2,"",NA,"",1,4,4,6,3,7,5,3,6,4,1,22,"Ukraine",1,1,2,4,1,1,""
622,1,1,0,0,1,0,1,0,0,1,1,0,2,1,1,3,1,2,1,1,1,1,5,5,5,3,4,4,4,3,6,6,7,6,3,2,"",NA,"",1,5,3,2,6,6,6,5,5,5,2,20,"Germany",1,1,4,2,1,1,""
624,1,1,0,0,1,1,0,0,0,1,1,0,4,1,1,7,6,1,1,1,2,2,6,3,4,2,7,7,7,7,7,7,7,7,2,2,"",NA,"",1,7,7,7,6,7,7,7,7,6,1,20,"Russian Federation",1,1,1,3,1,1,""
629,2,1,1,1,1,1,1,0,0,1,1,0,6,7,7,1,1,3,1,1,7,3,7,7,6,7,4,4,4,4,4,6,6,5,1,2,"",NA,"",2,6,6,7,7,5,5,6,6,6,2,63,"Germany",3,4,1,5,2,2,""
630,2,1,0,0,1,0,0,0,1,1,1,0,3,1,1,4,2,1,1,3,2,2,6,5,6,6,4,4,4,4,4,5,5,6,1,2,"",NA,"",2,4,4,3,7,6,7,5,5,3,1,19,"Morocco",1,4,1,2,2,1,""
631,1,1,0,0,0,1,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,4,6,7,4,4,4,4,4,6,6,4,4,3,2,"",NA,"",2,6,6,6,5,6,6,6,6,6,1,26,"Egypt",2,1,4,5,2,2,""
633,1,1,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,3,2,2,6,6,6,6,6,6,5,6,3,2,2,2,3,2,"",NA,"",1,7,7,7,6,6,7,7,7,6,2,27,"Germany",1,1,2,4,2,1,""
634,1,1,0,0,1,1,1,0,1,1,1,0,5,1,2,1,3,1,2,1,7,7,4,4,2,3,4,4,4,4,4,4,4,4,3,2,"",NA,"",1,6,6,6,7,4,5,5,6,6,1,23,"Germany",1,1,4,4,2,1,""
635,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,1,1,5,3,6,7,4,4,4,4,4,4,4,4,3,1,"Bookbind",1,"A book box with various things and a book of the month",2,5,5,4,4,5,5,4,4,3,1,26,"Pakistan",3,2,4,5,1,1,""
636,2,1,1,1,1,1,0,0,1,1,1,0,7,7,2,1,2,1,1,1,4,4,5,5,6,6,4,4,4,4,2,2,2,2,2,2,"",NA,"",2,5,6,4,7,4,6,3,7,6,2,28,"Germany",1,3,3,5,1,1,""
638,2,1,1,0,0,0,0,0,0,1,0,0,4,3,3,4,3,4,3,3,2,2,4,4,5,5,3,4,4,4,4,4,4,5,3,2,"",NA,"",2,6,6,6,7,5,6,6,5,6,2,24,"Germany",1,1,2,4,1,1,""
639,2,1,0,0,0,0,0,0,0,0,1,0,4,3,3,3,3,3,3,3,3,3,5,3,6,5,5,5,5,6,5,5,5,5,3,2,"",NA,"",2,5,5,7,5,4,5,5,5,6,2,19,"Germany",3,5,4,2,1,1,"I dont know the salary of my parents."
641,1,1,1,1,0,1,1,1,1,1,1,0,7,6,6,1,1,1,1,1,1,1,7,7,7,7,4,4,4,4,4,4,4,4,2,1,"I knew of buying books without knowing their title or being able to have a look inside. They were wrapped and given just a short explanation of what they are about on the paper.",2,"",2,6,3,5,6,6,7,6,7,3,1,26,"Germany",3,2,2,4,1,1,""
646,2,1,0,0,0,0,0,0,0,0,0,0,5,2,1,4,6,2,3,3,2,4,5,5,4,3,4,5,5,5,5,5,4,5,1,2,"",NA,"",2,6,6,6,7,5,5,7,7,7,2,17,"Germany",1,3,1,1,1,2,""
650,1,1,0,1,1,1,1,1,0,1,0,0,6,4,6,6,6,7,5,6,4,4,6,6,6,5,5,5,5,5,7,7,7,7,1,1,"commonly in Japan",1,"makeups",1,3,4,3,4,5,3,4,4,4,2,29,"China",1,4,1,5,1,2,""
652,2,1,0,1,1,1,1,0,1,0,0,0,6,1,6,4,2,5,1,2,3,1,6,6,5,4,6,6,4,6,4,6,5,6,1,1,"Waynabox",2,"",1,6,6,6,6,6,5,6,7,6,2,25,"Spain",3,1,4,4,1,1,""
653,1,1,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,3,2,"",NA,"",2,6,6,7,3,4,7,7,5,3,2,21,"Australia",1,1,4,2,1,1,""
654,2,1,0,0,0,0,0,0,0,0,0,0,7,1,1,4,4,1,1,1,1,1,6,6,6,5,3,3,3,3,6,6,6,5,1,2,"",NA,"",2,5,5,2,6,7,3,5,5,5,2,24,"Ghana",2,3,1,2,1,1,""
655,2,1,1,1,1,1,1,1,1,1,1,0,4,4,4,1,4,1,1,1,1,1,5,5,6,6,4,4,4,4,5,6,6,6,3,1,"You do not know what you purchase beforehand",2,"",2,5,5,5,6,4,4,4,4,4,2,26,"Germany",3,1,2,4,1,1,""
656,2,1,0,0,1,1,0,0,1,1,1,0,4,1,1,2,4,1,1,4,5,5,6,6,6,6,6,5,5,5,6,6,7,6,3,2,"",NA,"",2,5,6,5,6,6,6,6,6,6,1,24,"Italy",1,1,2,4,1,1,""
662,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,"",NA,"",2,4,4,4,4,4,4,4,4,4,3,25,"Afghanistan",3,1,4,1,3,1,""
663,2,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,2,5,6,4,2,5,6,6,5,4,4,4,4,5,5,5,4,1,2,"",NA,"",2,5,6,6,3,5,5,6,6,6,2,28,"Togo",2,1,4,4,2,2,""
664,2,1,1,0,1,1,0,0,0,0,0,0,5,5,5,6,5,5,5,5,5,4,6,6,6,6,6,6,6,6,6,6,6,6,1,2,"",NA,"",1,5,7,4,7,5,7,5,5,5,2,25,"Malaysia",2,4,1,4,1,1,""
665,1,1,1,0,1,1,0,0,1,1,1,0,4,2,3,5,2,2,1,6,4,4,7,6,7,6,4,4,4,2,6,5,6,5,2,2,"",NA,"",1,5,5,7,6,2,4,6,5,5,2,22,"Germany",1,1,1,4,1,1,""
670,1,1,1,1,1,1,1,1,0,1,1,0,3,3,1,3,1,2,1,1,3,3,4,3,6,4,4,4,4,4,5,5,6,5,1,2,"",NA,"",2,6,6,6,6,6,6,6,6,6,2,23,"Germany",3,1,4,4,1,1,""
675,2,1,1,0,1,1,0,0,0,1,1,0,3,1,1,1,1,1,1,1,3,3,6,6,6,6,4,4,4,4,6,6,6,5,3,2,"",NA,"",2,5,4,4,3,3,4,4,4,2,1,24,"Germany",3,1,1,4,1,1,""
676,2,1,1,1,1,1,0,0,1,1,1,0,4,4,4,2,4,2,2,2,2,2,6,5,6,7,4,4,4,4,4,3,3,5,3,2,"",NA,"",2,7,7,7,7,4,6,7,7,7,1,27,"Germany",2,1,2,4,1,1,""
679,1,1,1,1,1,1,0,0,1,1,1,0,6,5,5,5,4,3,1,4,4,3,7,6,7,5,2,3,1,3,6,5,5,5,3,2,"",NA,"",2,6,6,7,6,5,6,5,7,6,2,31,"Germany",1,2,1,4,1,2,""
680,1,1,1,1,1,1,1,1,0,1,1,0,6,2,6,2,4,1,1,1,1,1,5,4,6,6,4,4,4,3,4,1,2,2,2,1,"Some travel companies offer such a service, but cannot remember the brands.",2,"",1,6,6,7,7,5,5,6,6,6,2,33,"Germany",1,4,1,5,1,1,""
681,2,0,0,0,0,0,0,0,0,0,0,1,4,5,4,1,1,1,1,1,1,3,3,5,4,4,3,3,3,3,3,4,4,3,3,1,".",2,"",1,5,5,5,6,5,3,4,5,5,2,28,"Germany",1,1,4,4,1,1,""
683,2,1,0,0,1,0,0,0,0,1,0,0,6,4,2,6,6,4,2,6,6,4,6,6,6,6,6,6,6,6,7,6,6,6,1,2,"",NA,"",1,6,6,6,6,6,6,6,6,6,1,30,"Germany",2,3,1,4,2,2,""
684,1,1,0,0,1,1,1,1,1,0,0,0,3,2,2,3,4,3,2,2,2,2,6,6,6,6,5,5,5,5,6,6,6,6,2,2,"",NA,"",1,6,4,7,6,5,6,6,6,4,2,24,"United Kingdom",2,1,2,4,1,1,""
685,2,1,1,1,1,1,1,0,1,1,1,0,7,1,1,3,1,1,1,1,1,1,7,6,7,6,4,4,5,5,5,4,7,5,3,2,"",NA,"",2,6,7,6,7,5,6,7,6,7,1,31,"Germany",2,5,1,4,2,2,""
686,2,1,1,1,1,1,1,0,1,1,0,0,5,4,3,1,1,1,1,2,1,1,7,6,7,7,3,4,5,5,5,5,5,4,1,1,"I remember having heard about similar offers but I can't recall a particular brand or offering.",2,"",1,7,7,7,7,6,6,6,7,7,2,23,"Italy",1,2,1,4,1,2,"No, thanks for the information about this new topic :)"
688,1,1,0,1,1,1,1,0,1,0,1,0,3,1,2,1,1,2,1,1,1,4,6,6,4,5,4,4,4,4,4,5,6,6,3,2,"",NA,"",2,5,4,4,4,7,4,4,5,4,1,25,"Turkey",1,1,4,4,1,1,""
689,1,1,1,1,1,1,1,1,1,1,1,0,7,6,5,7,6,4,4,5,5,4,7,7,7,7,7,7,7,5,7,7,7,7,1,1,"https://www.304clothing.com/collections/mens-bundles",2,"",1,7,7,7,7,7,6,7,7,7,2,26,"France",1,2,1,5,1,2,""
690,2,1,1,1,1,1,0,0,1,1,1,0,7,2,2,2,1,1,1,2,1,1,6,4,6,6,4,4,4,5,4,3,3,5,3,2,"",NA,"",1,6,7,7,6,6,6,6,7,6,2,28,"Germany",2,3,2,4,2,2,""
691,2,0,0,0,0,0,0,0,0,0,0,1,5,1,4,2,2,3,6,2,1,1,5,5,5,6,3,2,3,3,6,6,6,6,1,2,"",NA,"",1,5,6,6,7,4,5,7,6,6,1,28,"Germany",1,2,1,4,1,2,""
692,2,1,1,1,1,1,1,1,1,1,1,0,5,5,2,4,5,5,5,2,2,1,6,6,6,6,6,5,5,5,5,5,5,4,3,1,"I can not remember the name at the moment but there is a website that you can get an event at a certain time with fixed price but you do not know the event. They inform you about it 2 hours befire the starting time of the event",2,"",1,4,5,6,6,6,4,5,6,5,1,31,"Turkey",1,4,1,4,1,1,""
696,2,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,4,4,5,2,4,4,3,2,4,4,5,2,3,2,"",NA,"",2,6,6,6,6,6,5,6,6,6,1,24,"Germany",2,3,2,4,2,1,""
697,2,1,0,0,1,1,0,0,0,1,1,0,3,2,3,1,1,2,2,2,3,2,6,6,7,6,4,4,4,4,5,5,5,5,3,2,"",NA,"",2,6,6,6,6,5,4,6,6,5,2,27,"Germany",1,1,2,4,1,1,""
700,1,1,0,1,1,0,1,1,0,0,0,0,4,2,2,3,1,3,2,1,1,1,4,5,7,4,5,6,7,5,5,6,7,4,1,1,"clothing package(with one coat, one sweater and one skirt)  There are about two sets (only different color, but same design, and contents)and u won't know which set u will get until you has purchased.",2,"",1,4,3,6,7,6,5,5,6,5,1,24,"Taiwan",3,3,1,4,1,2,""
701,2,0,0,0,0,0,0,0,0,0,0,1,6,1,1,6,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,2,"",NA,"",2,7,6,6,7,6,5,6,7,6,1,25,"Denmark",2,2,2,5,2,1,""
702,2,1,0,1,1,1,1,1,0,0,0,0,3,1,3,3,3,3,4,1,1,1,4,6,6,6,4,5,6,6,6,6,6,6,3,2,"",NA,"",2,3,2,4,5,2,4,5,4,3,1,24,"Denmark",1,1,2,4,1,1,""
704,1,1,0,0,1,0,0,0,0,0,0,0,7,4,5,7,5,5,4,1,2,2,6,6,7,6,5,5,4,3,6,7,6,6,3,2,"",NA,"",1,5,6,7,6,6,6,6,6,7,1,23,"Russian Federation",2,4,4,4,2,1,""
705,3,1,1,1,1,1,1,0,1,1,0,0,6,6,6,6,6,1,1,1,6,1,7,7,7,7,5,6,5,6,7,7,7,7,3,2,"",NA,"",2,4,3,7,4,4,3,2,4,3,1,24,"Denmark",2,2,2,4,1,1,""
706,1,1,1,1,1,1,0,0,0,1,0,0,5,4,2,4,3,1,1,1,1,1,4,4,6,4,4,4,4,4,5,6,7,6,1,2,"",NA,"",2,6,3,4,6,5,4,4,5,3,2,24,"Denmark",3,6,4,4,1,1,""
708,1,1,0,1,1,1,1,1,0,0,0,0,4,1,5,5,1,3,1,1,1,1,6,4,6,4,4,4,5,3,5,4,5,4,3,2,"",NA,"",2,6,6,2,7,6,6,7,6,5,1,24,"Denmark",2,1,2,4,2,1,""
709,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,6,5,6,2,4,2,2,2,2,4,2,2,2,1,"wish",2,"",2,4,4,6,3,5,5,5,6,5,2,32,"United Kingdom",3,5,1,4,1,2,"I personally prioritise fit, comfort and sustainability when buying jeans. When a student, I used to buy jeans on the hight street from H&m and Topshop, then I migrated to Levi's when my disposable income increased, now I exclusively buy my jeans from G-star raw. I choose G-star raw because, I have long legs and they are one of the few shops to offer my size."
711,1,1,1,1,0,1,0,0,0,0,0,0,6,6,4,4,6,2,2,3,4,1,6,6,7,6,5,4,6,4,6,6,7,6,2,1,"Roulette hotel bookings",2,"",1,7,6,7,7,6,6,6,6,6,2,58,"Denmark",2,5,1,5,2,2,""
712,1,1,1,0,1,1,1,1,0,1,1,0,3,3,1,2,3,7,1,1,3,2,2,2,2,4,2,2,2,2,5,5,5,4,1,2,"",NA,"",2,7,7,7,7,6,6,6,6,7,1,22,"Germany",3,2,2,4,1,1,""
713,2,1,0,1,1,0,1,0,1,0,0,0,6,3,6,6,2,6,2,3,2,1,5,6,6,5,5,5,6,5,5,6,5,6,3,2,"",NA,"",2,5,5,5,6,5,5,4,5,4,1,23,"Taiwan",3,1,4,4,2,1,""
717,1,1,1,1,1,0,0,0,0,1,0,0,5,4,2,6,2,1,2,2,2,1,6,5,6,6,4,4,4,4,7,6,7,7,1,2,"",NA,"",2,7,6,6,7,7,6,7,6,6,1,59,"Switzerland",2,6,1,2,2,2,""
719,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,1,1,1,5,5,6,6,3,3,3,3,6,5,6,3,3,2,"",NA,"",2,5,3,5,3,5,5,5,6,6,3,34,"Afghanistan",2,1,2,5,2,2,""
722,2,1,1,1,1,1,1,0,1,1,1,0,2,2,2,3,4,1,1,1,5,2,6,6,6,6,4,5,5,5,5,6,6,5,2,1,"blind bookings with Germanwings",2,"",2,6,6,6,4,6,2,4,6,6,1,28,"Romania",1,2,1,4,1,2,""
724,2,1,1,1,1,1,1,0,0,1,0,0,6,2,4,1,3,2,1,2,4,4,6,6,6,6,6,6,6,6,4,4,4,4,3,2,"",NA,"",2,6,6,2,6,6,3,6,6,6,1,59,"Switzerland",3,6,1,2,4,2,""
725,1,1,1,1,1,1,1,1,1,1,0,0,4,2,3,3,3,3,1,4,2,1,6,6,6,6,4,4,5,5,4,6,6,6,2,2,"",NA,"",2,6,5,4,6,6,6,5,4,5,2,18,"Sweden",3,5,4,2,1,1,""
727,1,1,1,0,1,1,1,0,1,1,1,0,6,1,2,6,3,4,3,2,3,3,5,6,6,6,3,3,4,4,6,4,7,7,3,1,"Buy a plane ticket where you can choose how far your destination should be away without knowing the destination (forgot the brand name though)",1,"it was a suprise box from TIGER with washitape n stuff (which i did not know before but there was kind of a small window to look through)",1,7,6,7,7,5,6,6,6,5,1,24,"Germany",1,1,2,4,2,1,"235"
729,1,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,1,1,2,1,1,4,4,5,1,4,5,5,1,4,4,4,6,3,2,"",NA,"",2,5,4,4,5,4,5,6,6,5,2,36,"Syria",2,2,1,4,2,2,""
730,1,1,0,0,1,1,0,1,1,1,1,0,3,1,1,1,3,1,1,1,2,2,6,6,6,6,4,3,4,4,4,4,6,6,2,2,"",NA,"",1,5,6,4,6,5,7,7,6,6,1,18,"Germany",3,6,2,2,1,1,"That was a very interesting survey about a product with an -often- complicated shopping-process. :)"
733,1,1,1,1,0,1,0,0,0,1,1,0,6,4,4,3,4,3,3,3,3,2,7,6,6,4,5,6,5,4,5,6,6,5,3,2,"",NA,"",1,6,7,6,6,5,5,7,6,6,2,38,"Germany",2,4,1,5,1,2,""
735,2,1,1,1,1,1,0,0,0,1,1,0,1,3,2,1,3,1,1,1,4,4,6,6,6,6,4,4,4,4,6,6,6,6,3,2,"",NA,"",2,3,6,6,7,6,6,6,5,6,1,53,"Germany",3,4,1,3,2,2,""
738,2,0,0,0,1,0,0,0,0,1,1,0,3,1,1,2,2,1,1,1,4,4,5,6,6,5,4,4,4,4,6,6,6,6,3,2,"",NA,"",1,6,5,5,6,4,5,5,5,5,1,22,"Germany",1,2,1,4,1,2,""
739,1,1,0,0,1,1,1,0,1,0,1,0,4,2,3,3,4,4,1,5,2,5,6,6,6,5,6,6,7,6,6,4,5,5,2,2,"",NA,"",1,4,3,4,3,5,4,2,5,3,2,24,"Slovakia",3,2,4,4,1,1,""
740,1,1,1,0,1,1,0,0,1,1,1,0,3,2,1,4,2,1,1,6,3,3,5,5,6,5,7,6,6,6,6,6,6,6,2,1,"Advent calendar",2,"",2,6,6,6,7,6,6,6,6,6,1,46,"Slovakia",3,2,1,5,1,2,""
742,1,1,0,1,1,1,0,0,0,0,0,0,6,3,6,2,6,2,3,2,4,2,5,6,7,4,4,4,4,4,2,3,5,5,3,1,"Mystery box from bookshops or in fair like events",2,"",1,3,5,7,6,3,5,5,3,5,2,27,"Italy",3,2,4,4,1,1,""
743,2,1,1,1,1,1,1,0,1,1,1,0,6,6,3,2,6,1,4,1,2,1,1,2,1,6,4,4,4,2,4,2,5,4,1,2,"",NA,"",1,6,4,6,6,6,6,4,5,5,2,30,"Germany",2,3,1,4,2,2,""
745,2,1,0,0,1,1,1,1,1,1,1,0,2,1,1,2,2,1,4,1,3,2,5,5,5,5,6,5,5,4,5,4,5,4,1,2,"",NA,"",2,5,4,4,6,3,3,4,6,3,1,22,"Germany",2,1,4,2,1,1,""
746,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,5,6,6,6,1,2,"",NA,"",1,6,5,1,7,3,4,4,5,4,1,24,"Italy",3,2,4,4,2,1,""
752,3,1,1,1,1,1,0,0,1,1,0,0,5,4,4,4,4,3,1,3,3,1,7,6,7,6,4,4,4,4,6,6,7,6,3,2,"",NA,"",2,7,7,6,5,6,4,5,5,7,1,29,"Denmark",2,1,1,4,2,2,""
